0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.058799999999999955e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.117699999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.176399999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.235199999999999818e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.029380000000000109e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.235230000000000018e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.441069999999999936e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.646900000000000091e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.852710000000000036e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.058500000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.264280000000000200e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.470030000000000200e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.675750000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.881449999999999818e+03,-8.000000000000000167e-02,3.599999999999999867e-01
3.087119999999999891e+03,-2.999999999999999889e-02,4.799999999999999822e-01
3.292760000000000218e+03,3.900000000000000133e-01,4.899999999999999911e-01
3.498369999999999891e+03,5.100000000000000089e-01,5.000000000000000000e-01
3.703940000000000055e+03,5.200000000000000178e-01,3.400000000000000244e-01
3.909480000000000018e+03,6.899999999999999467e-01,4.799999999999999822e-01
4.114979999999999563e+03,6.899999999999999467e-01,1.799999999999999933e-01
4.320430000000000291e+03,7.500000000000000000e-01,0.000000000000000000e+00
4.525850000000000364e+03,7.600000000000000089e-01,4.699999999999999734e-01
4.731220000000000255e+03,8.900000000000000133e-01,5.000000000000000000e-01
4.936539999999999964e+03,9.000000000000000222e-01,3.699999999999999956e-01
5.141819999999999709e+03,8.900000000000000133e-01,3.400000000000000244e-01
5.347039999999999964e+03,9.799999999999999822e-01,5.000000000000000000e-01
5.552210000000000036e+03,1.030000000000000027e+00,5.000000000000000000e-01
5.757329999999999927e+03,1.120000000000000107e+00,0.000000000000000000e+00
5.962390000000000327e+03,1.179999999999999938e+00,1.799999999999999933e-01
6.167390000000000327e+03,1.350000000000000089e+00,3.200000000000000067e-01
6.372329999999999927e+03,1.129999999999999893e+00,4.899999999999999911e-01
6.577199999999999818e+03,1.370000000000000107e+00,3.400000000000000244e-01
6.782020000000000437e+03,1.360000000000000098e+00,3.200000000000000067e-01
6.986760000000000218e+03,1.439999999999999947e+00,4.799999999999999822e-01
7.191439999999999600e+03,1.340000000000000080e+00,3.099999999999999978e-01
7.396039999999999964e+03,1.560000000000000053e+00,1.799999999999999933e-01
7.600569999999999709e+03,1.550000000000000044e+00,4.799999999999999822e-01
7.805029999999999745e+03,1.629999999999999893e+00,5.000000000000000000e-01
8.009409999999999854e+03,1.580000000000000071e+00,3.800000000000000044e-01
8.213709999999999127e+03,1.860000000000000098e+00,4.899999999999999911e-01
8.417930000000000291e+03,1.810000000000000053e+00,4.799999999999999822e-01
8.622069999999999709e+03,1.729999999999999982e+00,3.200000000000000067e-01
8.826120000000000800e+03,1.870000000000000107e+00,0.000000000000000000e+00
9.030090000000000146e+03,1.929999999999999938e+00,4.799999999999999822e-01
9.233959999999999127e+03,2.020000000000000018e+00,3.699999999999999956e-01
9.437750000000000000e+03,2.160000000000000142e+00,3.699999999999999956e-01
9.641440000000000509e+03,2.109999999999999876e+00,5.000000000000000000e-01
9.845030000000000655e+03,2.109999999999999876e+00,5.000000000000000000e-01
1.004853000000000065e+04,2.089999999999999858e+00,3.699999999999999956e-01
1.025193000000000029e+04,2.160000000000000142e+00,3.699999999999999956e-01
1.045522999999999956e+04,2.160000000000000142e+00,3.599999999999999867e-01
1.065843000000000029e+04,2.299999999999999822e+00,4.799999999999999822e-01
1.086152000000000044e+04,2.390000000000000124e+00,3.699999999999999956e-01
1.106450000000000000e+04,2.330000000000000071e+00,3.800000000000000044e-01
1.126737000000000080e+04,2.479999999999999982e+00,5.000000000000000000e-01
1.147013999999999942e+04,2.700000000000000178e+00,3.599999999999999867e-01
1.167279000000000087e+04,2.459999999999999964e+00,3.099999999999999978e-01
1.187531999999999971e+04,2.700000000000000178e+00,2.099999999999999922e-01
1.207773999999999978e+04,2.759999999999999787e+00,5.000000000000000000e-01
1.228003000000000065e+04,2.620000000000000107e+00,4.899999999999999911e-01
1.248220999999999913e+04,2.839999999999999858e+00,3.699999999999999956e-01
1.268426000000000022e+04,2.839999999999999858e+00,3.699999999999999956e-01
1.288619000000000051e+04,2.819999999999999840e+00,3.099999999999999978e-01
1.308798999999999978e+04,2.990000000000000213e+00,0.000000000000000000e+00
1.328965999999999985e+04,3.149999999999999911e+00,3.099999999999999978e-01
1.349120999999999913e+04,3.089999999999999858e+00,5.000000000000000000e-01
1.369261000000000058e+04,3.220000000000000195e+00,3.200000000000000067e-01
1.389388999999999942e+04,3.080000000000000071e+00,3.800000000000000044e-01
1.409502000000000044e+04,3.200000000000000178e+00,3.300000000000000155e-01
1.429602000000000044e+04,3.229999999999999982e+00,5.000000000000000000e-01
1.449687000000000080e+04,3.229999999999999982e+00,3.200000000000000067e-01
1.469757999999999993e+04,3.450000000000000178e+00,2.099999999999999922e-01
1.489814999999999964e+04,3.500000000000000000e+00,3.200000000000000067e-01
1.509856999999999971e+04,3.419999999999999929e+00,4.899999999999999911e-01
1.529884000000000015e+04,3.459999999999999964e+00,5.000000000000000000e-01
1.549895999999999913e+04,3.580000000000000071e+00,3.300000000000000155e-01
1.569893000000000029e+04,3.580000000000000071e+00,3.599999999999999867e-01
1.589873999999999978e+04,3.750000000000000000e+00,4.799999999999999822e-01
1.609839999999999964e+04,3.740000000000000213e+00,0.000000000000000000e+00
1.629788999999999942e+04,3.720000000000000195e+00,4.000000000000000083e-02
1.649722999999999956e+04,3.910000000000000142e+00,3.599999999999999867e-01
1.669640000000000146e+04,3.870000000000000107e+00,4.000000000000000222e-01
1.689540999999999985e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.709425000000000000e+04,4.339999999999999858e+00,3.400000000000000244e-01
1.729291999999999825e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.749141999999999825e+04,4.339999999999999858e+00,3.400000000000000244e-01
1.768975000000000000e+04,4.339999999999999858e+00,3.400000000000000244e-01
1.788790000000000146e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.808588000000000102e+04,4.339999999999999858e+00,3.400000000000000244e-01
1.828368000000000029e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.848129999999999927e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.867874000000000160e+04,4.120000000000000107e+00,4.899999999999999911e-01
1.887599000000000160e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.907306000000000131e+04,4.339999999999999858e+00,3.400000000000000244e-01
1.926993000000000029e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.946661999999999898e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.966311000000000058e+04,4.139999999999999680e+00,5.000000000000000000e-01
1.985941999999999825e+04,4.139999999999999680e+00,5.000000000000000000e-01
2.005552000000000044e+04,4.540000000000000036e+00,5.000000000000000000e-01
2.025143000000000029e+04,4.719999999999999751e+00,5.000000000000000000e-01
2.044713999999999942e+04,4.849999999999999645e+00,4.699999999999999734e-01
2.064263999999999942e+04,4.860000000000000320e+00,0.000000000000000000e+00
2.083793999999999869e+04,4.780000000000000249e+00,3.599999999999999867e-01
2.103304000000000087e+04,5.000000000000000000e+00,5.000000000000000000e-01
2.122793000000000029e+04,4.870000000000000107e+00,4.899999999999999911e-01
2.142261000000000058e+04,5.089999999999999858e+00,3.699999999999999956e-01
2.161706999999999971e+04,5.070000000000000284e+00,3.599999999999999867e-01
2.181133000000000175e+04,5.250000000000000000e+00,4.000000000000000083e-02
2.200536999999999898e+04,5.219999999999999751e+00,4.699999999999999734e-01
2.219918999999999869e+04,5.219999999999999751e+00,4.000000000000000083e-02
2.239279000000000087e+04,5.230000000000000426e+00,4.799999999999999822e-01
2.258618000000000029e+04,5.389999999999999680e+00,3.699999999999999956e-01
2.277933000000000175e+04,5.389999999999999680e+00,3.699999999999999956e-01
